game_id,headline,description
401706872,"Williams, Haskins, Cornish each score 18 and Dartmouth makes 17 3s in 88-83 win over Boston College","Jayden Williams, Cade Haskins and Ryan Cornish each scored 18 points and Dartmouth made 17 3-pointers in an 88-83 victory over Boston College on Friday to snap the Eagles five-game winning streak."
401729797,"Spillers gets a double-double, Wake Forest beats Minnesota for 3rd place at ESPN Events Invitational",Tre’Von Spillers had a season-high 18 points and a career-high tying 16 rebounds to help Wake Forest beat Minnesota 57-51 on Friday for third place at the ESPN Events Invitational.
401720518,Weber State defeats Bowling Green 73-70 in Arizona Tip-Off,Blaise Threatt scored 19 points to lead Weber State to a 73-70 victory over Bowling Green on Friday in the Arizona Tip-Off.
401715462,Rivera scores 19 in DePaul's 89-70 victory over Valparaiso,Isaiah Rivera's 19 points helped DePaul defeat Valparaiso 89-70 on Friday.
401729703,Nique Clifford leads Colorado State to 76-72 OT win over TCU at Acrisure Invitational,Nique Clifford finished with 25 points and 12 rebounds to help Colorado State rally for a 76-72 overtime victory over TCU in the consolation final of the Acrisure Invitational on Friday.
401727080,Merrimack secures 72-68 win over Troy,Devon Savage scored 23 points as Merrimack beat Troy 72-68 on Friday.
401722588,No headline found,No description found
401722088,"Burns scores 16 points, Tynes adds 14 with 13 assists and Maine beats Elon 69-56 in Philadelphia","Quion Burns scored 16 points, Kellen Tynes added 14 points and a career-high 13 assists and Maine beat Elon 69-56 on Friday in the Cathedral Classic Invitational."
401721993,"Williamson scores 15, hits late 3 to lift Niagara over Binghamton 65-62",Jahari Williamson scored 15 points that included a late 3-pointer and Niagara beat Binghamton 65-62 on Friday.
401718139,Darren Buchanan Jr. scores 17 to help George Washington beat VMI 77-64,Darren Buchanan Jr. had 17 points to lead George Washington to a 77-64 victory over VMI on Friday.
401716019,Dejour Reaves scores 17 to lead Iona to 62-51 victory over Tarleton State at Baha Mar Hoops,Dejour Reaves scored 17 points to lead Iona over Tarleton State 62-51 at the Baha Mar Hoops tournament on Friday.
401715410,Austin's 3 at the buzzer sends Pitt past Ohio State 91-90 in overtime,Reserve Zack Austin scored 15 of his 16 points from 3-point range and his last one of the day came at the buzzer and Pitt rallied to beat Ohio State 91-90 in overtime on Friday.
401727343,"Jason Edwards scores 23, leads Vanderbilt over Tennessee Tech 87-56 for 7th straight victory","Jason Edwards came off the bench to sink four 3-pointers and score 23, leading Vanderbilt over Tennessee Tech 87-56 on Friday."
401727281,Morehead State earns 71-69 victory over Cleveland State,Jalen Breazeale scored 14 points as Morehead State beat Cleveland State 71-69 on Friday night.
401721055,Shelton has 26 in Eastern Illinois' 72-59 win over Northern Illinois at DePaul Classic,Nakyel Shelton scored 26 points as Eastern Illinois beat Northern Illinois 72-59 on Friday night at the DePaul Classic.
401731041,BYU continues winning ways against non-conference foes beating N.C. State 72-61,Richie Saunders scored 13 points and reserve Fousseyni Traore scored 10 points and BYU beat North Carolina State 72-61 in the third-pace game of the Rady Children's Invitational on Friday.
401725200,Todorovic's 22 lead Pepperdine over New Mexico State 82-70,Stefan Todorovic scored 22 points as Pepperdine beat New Mexico State 82-70 on Friday night.
401721983,Fort has 16 in Samford's 86-65 victory over West Georgia,Trey Fort's 16 points helped Samford defeat West Georgia 86-65 on Friday night.
401721931,Donovan Newby scores 19 as UNC Wilmington downs Sam Houston 69-60,Donovan Newby's 19 points helped UNC Wilmington defeat Sam Houston 69-60 on Friday night.
401718710,"Ihnen scores 25, Liberty beats Central Penn 93-36",Isaiah Ihnen had 25 points in Liberty's 93-36 win over Central Penn on Friday night.
401716881,Haynes has 20 in George Mason's 66-61 win over James Madison,Jalen Haynes scored 20 points as George Mason beat James Madison 66-61 on Friday night.
401700456,"Ames scores 16 points, Virginia jumps out early and cruises past cold-shooting Holy Cross 67-41",Dai Dai Ames scored 16 points to lead Virginia to a 67-41 victory over Holy Cross on Friday.
401729704,"Osobor scores 19 points, leads Washington over Santa Clara 76-69 in Acrisure Invitational title game",Great Osobor scored 19 points and Washington held off Santa Clara for a 76-69 victory on Friday in the championship game of the Acrisure Invitational.
401724548,"Vander Baan scores 18 off the bench, Lafayette defeats LIU 75-56",Justin Vander Baan led Lafayette past LIU on Friday night with 18 points off of the bench in a 75-56 victory.
401721695,"Benigni scores 16, Navy downs Pennsylvania 86-78",Austin Benigni had 16 points in Navy's 86-78 win over Pennsylvania on Friday night.
401716020,Ford's 18 lead Arkansas State over Indiana State 86-81 in the Baha Mar Hoops,Derrian Ford had 18 points in Arkansas State's 86-81 win against Indiana State in the Baha Mar Hoops on Friday night.
401722564,Tyler Lundblade scores 15 as Belmont defeats Gardner-Webb 83-74,Tyler Lundblade scored 15 points off the bench to help lead Belmont over Gardner-Webb 83-74 on Friday night.
401722196,East Carolina defeats North Carolina A&T 93-69 behind Walker's 23 points,C.J. Walker scored 23 points as East Carolina beat North Carolina A&T 93-69 on Friday night.
401729747,"Moore scores 24, Oklahoma beats Louisville 69-64 to win Battle 4 Atlantis","Jalon Moore scored 24 points, Glenn Taylor Jr. scored eight of his 12 points in the final 6 minutes and Oklahoma beat Louisville 69-63 Friday night to win the Battle 4 Atlantis."
401729851,No headline found,No description found
401729705,Brooks Barnhizer scores 23 points and Northwestern tops UNLV 66-61 at Arizona Tip-Off,"Brooks Barnhizer had 23 points, nine rebounds and six assists to lead Northwestern to a 66-61 victory over UNLV at the Arizona Tip-Off on Friday night."
401727327,No headline found,No description found
401721155,Owens scores 18 as Le Moyne takes down Manhattan 81-77,Ocypher Owens had 18 points in Le Moyne's 81-77 victory over Manhattan on Friday night.
401716021,Davis scores 22 points and Hofstra earn 68-63 OT win over Rice in Baha Mar Hoops,Cruz Davis scored seven of his 22 points in overtime as Hofstra knocked off Rice 68-63 on Friday night in the Baha Mar Hoops.
401700422,"Hunter scores 16, Wiggins 15 as Clemson beats FAMU 86-58",Chase Hunter scored 16 points and Chauncey Wiggins added 15 to help Clemson beat Florida A&M 86-58 Friday night.
401700411,No headline found,No description found
401727087,Kyle Hayman scores 27 to lead Stephen F. Austin over UL Monroe 68-60,Kyle Hayman scored 27 points to lead Stephen F. Austin to a 68-60 victory over UL Monroe on Friday night.
401700271,Miller and Kennesaw State earn 67-63 OT win over Towson at Western Slam,"Jamil Miller scored 18 points, three in the overtime, as Kennesaw State knocked off Towson 67-63 on Friday night at the Western Slam."
401715641,"Williams scores 21, Overton has 20 and Texas Tech rolls past Northern Colorado 89-64","Darrion Williams had 21 points and 10 rebounds, Kevin Overton scored 20 points, and Texas Tech defeated Northern Colorado 89-64 on Friday night."
401714921,"Jordan Sears, Cam Carter propel LSU to 77-53 victory over Northwestern State",Jordan Sears scored 18 on nothing but 3-pointers and Cam Carter scored all 15 of his points in the second half as LSU overcame a sluggish first half to cruise past Northwestern State 77-53 on Friday night.
401729852,Bowen's 17 help Saint Bonaventure down Northern Iowa 68-56 at NIT Season Tip-Off,Dasonte Bowen's 17 points helped Saint Bonaventure defeat Northern Iowa 68-56 on Friday night in the third-place game at the NIT Season Tip-Off.
401715348,"Tre Johnson, Kadin Shedrick power Texas in 90-68 victory over Delaware State","Tre Johnson scored 21 points, Kadin Shedrick had 14 points and 11 rebounds, and Texas defeated Delaware State 90-68 on Friday night."
401729699,"Freshmen Sanon, Quaintance lead Arizona State over Saint Mary's 68-64 in Acrisure Classic title game",Joson Sanon had 19 points and fellow freshman Jayden Quaintance scored after grabbing an offensive rebound with 40 seconds left to help rally Arizona State to a 68-64 victory over Saint Mary's in the championship game of the Acrisure Classic on...
401722083,Sensley scores 16 as UCSB knocks off Mississippi Valley State 81-48,Zion Sensley had 16 points in UC Santa Barbara's 81-48 victory over Mississippi Valley State on Friday night.
401721033,UC Irvine defeats Kent State 51-39 at Western Slam,Bent Leuchten's 17 points helped UC Irvine defeat Kent State 51-39 on Friday at Western Slam.
401729700,"Washington scores 20, Dent adds 17 and 11 assists as New Mexico beats USC 83-73","Tru Washington scored 20 points, Donovan Dent added 17 points, 11 assists and six rebounds and New Mexico beat Southern California 83-73 on Friday night in the third-place game at the Acrisure Classic."
401706966,"Adams matches career high with 22 points, No. 1 Kansas cruises past Furman, 86-51",KJ Adams matched a career-high 22 points and No. 1 Kansas used a 30-9 run at the end of the first half and the beginning of the second to beat Furman 86-51 on Saturday night.
401715612,McNeely and Stewart help No. 2 UConn snap 3-game losing streak with 99-45 win,Liam McNeeley and Jaylin Stewart each scored 16 points as the second-ranked UConn men's basketball team snapped a three-game losing streak with a 99-45 win over Maryland Eastern Shore on Saturday night.
401730559,San Diego State edges No. 6 Houston 73-70 in overtime to finish 3rd in Players Era tournament,Miles Bird scored 18 points and Jared Coleman-Jones added 16 to help San Diego State edge No. 6 Houston 73-70 in overtime in the third place game of the Players Era tournament Saturday night.
401730560,Nate Bittle's putback with 4.4 seconds left gives Oregon 83-81 win over No. 9 Alabama,Nate Bittle scored the winning shot on a putback dunk with 4.4 seconds left to lead undefeated Oregon to an 83-81 win over No. 9 Alabama Saturday night in the championship game...
401715480,Kam Jones helps No. 10 Marquette stay undefeated with 94-62 rout of Western Carolina,"Kam Jones had 20 points, 10 assists and six rebounds as No. 10 Marquette remained unbeaten by breezing to a 94-62 victory over Western Carolina on Saturday."
401715445,"Tonje, Winter pace No. 15 Wisconsin past winless Chicago State 74-53",John Tonje had 22 points and Nolan Winter scored 12 to pace No. 15 Wisconsin to a 74-53 win over Chicago State on Saturday.
401730558,"No. 20 Texas A&M survives Rutgers, earns 5th-place finish at Players Era Festival with 81-77 win",Wade Taylor IV scored 24 points and No. 20 Texas A&M defeated Rutgers 81-77 Saturday in the fifth-place game of the Players Era Festival.
401730557,"Jamiya Neal scores 21, No. 21 Creighton beats Notre Dame 80-76",Jamiya Neal had 21 points and nine rebounds to lead No. 21 Creighton past Notre Dame 80-76 on Saturday in the seventh-place game of the Players Era Festival.
401722138,"Johnson, Manning score 21 as Southern defeats Louisiana Tech 73-70",Jordan Johnson and Joe Manning both had 21 points in Southern's 73-70 win over Louisiana Tech on Saturday.
401721811,Sam Houston secures 82-78 victory over Colgate,Lamar Wilkerson scored 17 points as Sam Houston beat Colgate 82-78 on Saturday.
401715565,Bashir scores 28 in Monmouth's 63-51 win against Seton Hall,Abdi Bashir Jr. had 28 points in Monmouth's 63-51 win over Seton Hall on Saturday.
401726011,Sinani's 22 lead Campbell over Green Bay 72-66,Jasin Sinani's 22 points helped Campbell defeat Green Bay 72-66 on Saturday.
401722184,"Hurley scores 23, Vermont downs Northeastern 68-64",TJ Hurley scored 23 points as Vermont beat Northeastern 68-64 on Saturday.
401715670,"Lance Terry, Naithan George lead way and Georgia Tech defeats Central Arkansas 87-68","Lance Terry scored 25 points, Naithan George had 16 points and 11 assists, and Georgia Tech defeated Central Arkansas 87-68 on Saturday."
401729727,Marcus Johnson and Bowling Green take down New Mexico State 61-60,Marcus Johnson scored 23 points and Javontae Campbell secured the victory with a free throw with 12 seconds remaining as Bowling Green knocked off New Mexico State 61-60 on Saturday.
401727500,No headline found,No description found
401727303,Pacheco's 18 lead Mount St. Mary's past Howard 79-75,Carmelo Pacheco's 18 points helped Mount St. Mary's defeat Howard 79-75 on Saturday.
401727259,No headline found,No description found
401721994,Nehemiah Benson scores 28 and Binghamton defeats LIU 75-70 in OT,Nehemiah Benson's 28 points helped Binghamton defeat LIU 75-70 in overtime on Saturday.
401721813,Dorn scores 21 as Elon knocks off Navy 69-63,Nick Dorn's 21 points helped Elon defeat Navy 69-63 on Saturday night.
401721062,Ohio secures 84-68 win against Robert Morris,AJ Clayton scored 16 points as Ohio beat Robert Morris 84-68 on Saturday.
401720459,No headline found,No description found
401719272,"Meo, Battle net 13 to help Coastal Carolina down South Carolina Upstate 73-51",Joshua Meo and Jordan Battle both scored 13 points as Coastal Carolina beat South Carolina Upstate 73-51 on Saturday.
401716022,Doughty scores 17 in Indiana State's 83-80 win against Iona,Kmani Doughty had 17 points in Indiana State's 83-80 victory against Iona on Saturday.
401715887,"Harris puts up 24, Southern Miss defeats Milwaukee 66-65",Denijay Harris' 24 points helped Southern Miss defeat Milwaukee 66-65 on Saturday.
401715677,"RJ Johnson, Daylen Berry lift Charleston Southern to surprising 83-79 victory over Miami","RJ Johnson scored 23 points, including the go-ahead 3-pointer in the final minute, Daylen Berry added two clutch free throws and Charleston Southern surprised Miami 83-79 on Saturday."
401706172,Reilly scores 18 as Delaware downs Rider 72-66,Cavan Reilly's 18 points helped Delaware defeat Rider 72-66 on Saturday.
401727123,No headline found,No description found
401726444,"Michael Gray Jr., Byron Ireland rally Nicholls to 76-75 victory over Louisiana",Michael Gray Jr. had 19 points and Byron Ireland made two free throws with 6 seconds left to rally Nicholls to a 76-75 victory over Louisiana on Saturday night.
401721932,"Newby scores 16, UNC Wilmington knocks off Appalachian State 76-61",Donovan Newby had 16 points in UNC Wilmington's 76-61 victory over Appalachian State on Saturday night.
401720895,"Adams puts up 21, CSU Northridge defeats Montana State 72-69 in OT",Marcus Adams Jr. had 21 points in CSU Northridge's 72-69 overtime win against Montana State on Saturday night.
401720576,Buggs' 15 lead East Tennessee State over Austin Peay 79-57,John Buggs III's 15 points helped East Tennessee State defeat Austin Peay 79-57 on Saturday night.
401715959,Spears' 31 lead UTSA past Houston Christian 78-71,Primo Spears' 31 points led UTSA over Houston Christian 78-71 on Saturday night.
401715472,Peavy's 24 help Georgetown beat Albany 100-68,Micah Peavy's 24 points helped Georgetown defeat Albany (NY) 100-68 on Saturday night.
401700392,La Salle defeats Temple 83-75,Corey McKeithan scored 28 points as La Salle beat Temple 83-75 on Saturday night.
401729728,Miguel Tomley scores 28 to lead Weber State over Pepperdine 68-53 at Arizona Tip-Off,Miguel Tomley scored 28 points as Weber State beat Pepperdine 68-53 in the Desert Division championship game of the Arizona Tip-Off on Saturday night.
401727304,Lafayette wins 59-47 against Niagara,Justin Vander Baan had 11 points in Lafayette's 59-47 win against Niagara on Saturday night.
401721696,"Roberts scores 23, Penn downs Maine 77-64",Ethan Roberts had 23 points in Pennsylvania's 77-64 win against Maine on Saturday night.
401720752,No headline found,No description found
401716024,Harrison scores 27 as Tarleton State downs Hofstra 61-59 to win Baha Mar Hoops title,Ronnie Harrison Jr. helped lead Tarleton State past Hofstra on Saturday night with 27 points off of the bench in a 61-59 victory in the championship game at Baha Mar Hoops.
401720563,Idaho earns 80-68 win against UC Riverside,Kristian Gonzalez scored 25 points as Idaho beat UC Riverside 80-68 on Saturday night.
401718470,Utah holds off Eastern Washington 88-80 behind Gabe Madsen's season-high 28 points,Gabe Madsen scored a season-high 28 points and Utah held off Eastern Washington for an 88-80 victory on Saturday.
401715595,"Luis puts up 24, St. John's beats Harvard 77-64",RJ Luis' 24 points helped St. John's defeat Harvard 77-64 on Saturday night.
401727845,No headline found,No description found
401727264,Robinson scores 24 points as Northern Kentucky defeats Bellarmine 86-70,Trey Robinson scored 24 points as Northern Kentucky beat Bellarmine 86-70 on Saturday night.
401727055,Abreu's 15 help Drake beat Georgia Southern 61-47,Daniel Abreu's 15 points helped Drake defeat Georgia Southern 61-47 on Saturday night.
401722204,"Johnson's 17, Muniz's game-winner lead FGCU past Florida Atlantic, 80-78",Dallion Johnson led FGCU with 17 points and Jevin Muniz hit the game-winning jump shot as time expired as the Eagles beat Florida Atlantic 80-78 on Saturday night.
401720586,Siena wins 71-58 against Bucknell,Major Freeman's 21 points helped Siena defeat Bucknell 71-58 on Saturday night.
401722412,Rochelin scores 15 points as UC San Diego routs La Verne 109-33,Justin Rochelin's 15 points helped UC San Diego defeat La Verne 109-33 on Saturday night.
401722152,Noel scores 23 as Wright State knocks off Air Force 70-57,Brandon Noel had 23 points in Wright State's 70-57 win over Air Force on Saturday night.
401721812,Momah scores 15 as Lehigh beats Marist 74-69,Bube Momah's 15 points off of the bench helped lead Lehigh to a 74-69 victory over Marist on Saturday night.
401721071,"Cole has 22, Oakland takes down Toledo 85-52",D.Q. Cole had 22 points in Oakland's 85-52 win over Toledo on Saturday night.
401721024,Gondrezick and Detroit Mercy win 98-89 in OT against Eastern Michigan,Grant Gondrezick II scored 22 points and Orlando Lovejoy added six in the overtime as Detroit Mercy knocked off Eastern Michigan 98-89 on Saturday night.
401720669,Lamar wins 88-54 against Our Lady of the Lake,Ja'Sean Jackson had 18 points in Lamar's 88-54 victory against Our Lady of the Lake on Saturday night.
401716023,"Broadnax scores 18, Rice defeats Arkansas State 75-67 at Baha Mar Hoops",Trae Broadnax scored 18 points as Rice beat Arkansas State 75-67 in the Baha Mar Hoops tournament on Saturday night.
401714902,Hot-shooting Georgia has 6 in double figures in 102-56 rout over Jacksonville,Dakota Leffew scored 16 points to lead six in double-figure scoring and Georgia scored a season high in its 102-56 rout of Jacksonville on Saturday night.
401722333,Pacific downs Cal State Fullerton 64-55,Lamar Washington and Elijah Fisher each had 17 points in Pacific's 64-55 win against Cal State Fullerton on Saturday night.
401700272,Davis scores 16 as Kent State knocks off Kennesaw State 67-60,VonCameron Davis had 16 points in Kent State's 67-60 win over Kennesaw State on Saturday night.
401726438,"Thedford scores 19 off the bench, Western Kentucky beats Marshall 90-82",Julius Thedford scored 19 points off of the bench to lead Western Kentucky over Marshall 90-82 on Saturday night.
401725376,Bettiol's 19 lead Abilene Christian past Omaha 71-55,Leonardo Bettiol's 19 points helped Abilene Christian defeat Omaha 71-55 on Saturday night.
401720896,Blunt scores 25 as Mercyhurst beats Sacramento State 66-60 at Cal Classic,Bernie Blunt scored 25 points as Mercyhurst beat Sacramento State 66-60 on Saturday night at the Cal Classic.
401719652,Portland State earns 71-68 victory against Utah Tech,Jaylin Henderson had 22 points in Portland State's 71-68 win over Utah Tech on Saturday night.
401711687,Lipscomb wins 82-44 against Alabama A&M,Will Pruitt scored 19 points as Lipscomb beat Alabama A&M 82-44 on Saturday night.
401722326,Simpson's 21 help Southern Utah knock off Cal State Bakersfield 74-64,Jamir Simpson scored 21 points as Southern Utah beat Cal State Bakersfield 74-64 on Saturday night.
401727097,Washington's 28 lead Southeast Missouri State over Kansas City 80-59,Tedrick Washington Jr.'s 28 points helped Southeast Missouri State defeat Kansas City 80-59 on Saturday night.
401722407,Fallah's 25 help Oregon State down UC Davis 90-57,Parsa Fallah scored 25 points as Oregon State beat UC Davis 90-57 on Saturday.
401715699,"Cal Poly hits 8 3s in second half, beats Stanford 97-90 for its first win over Cardinal since 1977","Owen Koonce scored 30 points, Isaac Jessup scored 18 of his 21 points in the second half and Cal Poly rallied late to beat Stanford 97-90 on Saturday night."
401720980,"UC Irvine defeats Towson 67-60, wins Western Slam",Devin Tillis' 25 points helped UC Irvine defeat Towson 67-60 on Saturday night to win the Western Slam.
401715624,"Freemantle scores 17, McKnight 14 as No. 22 Xavier holds on to beat SC State","Zach Freemantle scored 17 points, Dayvion McKnight scored 13 of his 14 in the second half and Trey Green made 4 of 4 from the free-throw line in the final 12 seconds to help No. 22 Xavier hold on for a 71-68 win over South Carolina State on Sunday..."
401724549,Williamson scores 15 as Niagara downs LIU 60-52,Jahari Williamson's 15 points helped Niagara defeat LIU 60-52 on Sunday.
401721816,Burns scores 21 as Maine defeats Navy 71-66 at Cathedral Classic Invitational in Philadelphia,Quion Burns had 21 points in Maine's 71-66 victory over Navy on Sunday at the Cathedral Classic Invitational in Philadelphia.
401718421,"Rivera scores 16, UMass downs NJIT 80-68",Daniel Rivera scored 16 points as UMass rode a strong first half to beat NJIT 80-68 on Sunday.
401707872,Queen's 20 points spark hot-shooting Maryland past winless Alcorn State 96-58,"Derik Queen scored 20 points, snared nine rebounds and dished five assists as Maryland shot its way past winless Alcorn State, 96-58 in a nonconference game on Sunday afternoon."
401723762,Moore scores 18 as Norfolk State downs Stony Brook 77-66,Brian Moore Jr. scored 18 points and Norfolk State beat Stony Brook 77-66 on Sunday.
401721087,Smith scores 14 in Central Connecticut's 69-67 win against UMass-Lowell,Darin Smith Jr. had 14 points in Central Connecticut's 69-67 win against UMass-Lowell on Sunday.
401720470,No headline found,No description found
401729952,Bonds scores 22 as Central Michigan knocks off Div. II-Purdue Northwest 115-69,Damarion Bonds' 22 points off of the bench led Central Michigan to a 115-69 victory over Purdue Northwest on Sunday.
401723751,Morgan State defeats Central Penn 123-70,Wynston Tabbs had 27 points in Morgan State's 123-70 win over Central Penn on Sunday night.
401721937,Radford defeats Saint Francis (PA) 79-70,Brandon Maclin's 22 points helped Radford defeat Saint Francis (PA) 79-70 on Sunday night.
401721137,Bergens' 20 lead Fairfield over Fairleigh Dickinson 78-74,Jamie Bergens had 20 points in Fairfield's 78-74 victory over Fairleigh Dickinson on Sunday.
401719231,Marsh's 23 lead UNC Asheville over Tennessee State 92-74,Jordan Marsh had 23 points in UNC Asheville's 92-74 victory over Tennessee State on Sunday night.
401716871,Johnson scores 16 as Fordham downs New Hampshire 83-61,Jackie Johnson III's 16 points helped Fordham defeat New Hampshire 83-61 on Sunday.
401716025,"Broadnax scores 16, Rice beats Iona 70-66 at Baha Mar Hoops",Trae Broadnax scored 16 points as Rice beat Iona 70-66 on Sunday at Baha Mar Hoops.
401715418,Niederhauser matches career high with 27 points as Penn State tops Buffalo 87-64,
401706976,"Kansas State buries Arkansas-Pine Bluff with school-record 120 points, plus 21 3-pointers",Achor Achor scored 21 points to lead six in double figures and a late flurry of 3-pointers gave Kansas State the school scoring record in a 120-73 victory over Arkansas-Pine Bluff on Sunday.
401721995,Chenery and Binghamton win 82-81 in OT against Lafayette,Tymu Chenery scored 21 points and Ben Callahan-Gold added three points in the overtime as Binghamton beat Lafayette 82-81 on Sunday.
401721697,Sherry's 16 lead Elon past Pennsylvania 68-53,Sam Sherry had 16 points in Elon's 68-53 victory over Pennsylvania on Sunday.
401727081,Troy defeats Eastern Kentucky 84-74,Myles Rigsby scored 20 points as Troy beat Eastern Kentucky 84-74 on Sunday night.
401715394,"Garcia scores 23 points, Minnesota tops Bethune-Cookman 79-62 in final tune-up before Big 10 opener",Dawson Garcia scored 23 points and Minnesota bounced back from back-to-back tournament losses to post a 79-62 win over Bethune-Cookman on Sunday in its final tune-up before the start of Big 10 Conference play.
401727113,Missouri State defeats Oral Roberts 72-67,Dez White's 18 points helped Missouri State defeat Oral Roberts 72-67 on Sunday night.
401722298,Porter's 18 help Middle Tennessee down UAB 76-69,Jestin Porter scored 18 points as Middle Tennessee beat UAB 76-69 on Sunday night.
401722013,"Morgan scores 22, Stonehill knocks off Quinnipiac 88-74",Josh Morgan scored 22 points as Stonehill beat Quinnipiac 88-74 on Sunday night.
401721815,"Stewart scores 20, Sacred Heart beats Boston University 73-65",Amiri Stewart's 20 points helped Sacred Heart defeat Boston University 73-65 on Sunday night.
401721814,No headline found,No description found
401715648,Balanced UCF pulls away from Cal Baptist in the second half for 74-59 victory,"Keyshawn Hall scored 15 points, Darius Johnson and Moustapha Thiem each had 11 points, and UCF defeated California Baptist 74-59 on Sunday."
401711737,Wofford earns 74-54 victory over North Alabama in SoCon/ASUN Challenge,Dillon Bailey had 18 points in Wofford's 74-54 win against North Alabama on Sunday night in the SoCon/ASUN Challenge.
401707990,Essegian's six 3s power Nebraska past North Florida 103-72 as Huskers prepare for Big 10 opener,Connor Essegian knocked down a career-high six 3-pointers for the second-straight game and Nebraska rolled to a 103-72 win over North Florida on Sunday in the Cornhuskers' final tune-up before opening Big 10 Conference play.
401716026,"Davis' 24, Graham's winner lead Hofstra over Arkansas State, 68-66 at Baha Mar Hoops",Cruz Davis scored 24 points to lead Hofstra and Michael Graham hit the game-winning layup with two seconds remaining as the Pride took down Arkansas State 68-66 on Sunday night at Baha Mar Hoops.
401725204,Masic and Portland secure 101-90 OT win over Denver,Vukasin Masic scored 27 points as Portland took down Denver 101-90 on Sunday night.
401724707,Turner's 18 help Texas State defeat Texas Southern 72-59,Christian Turner scored 18 points as Texas State beat Texas Southern 72-59 on Sunday night.
401721175,Thomas scores 29 as San Francisco knocks off Mercyhurst 87-59,Malik Thomas had 29 points in San Francisco's 87-59 victory against Mercyhurst on Sunday night.
401716053,Teel's 24 help Indiana State take down Tarleton State 87-71 at Baha Mar Hoops,Samage Teel's 24 points helped Indiana State defeat Tarleton State 87-71 on Sunday night at Baha Mar Hoops.
401715473,Thomas Sorber scores 23 to lead Georgetown over UMBC 86-62,Thomas Sorber scored 23 points to lead Georgetown to an 86-62 victory over UMBC 86-62 on Monday night.
401726396,Jaron Pierre Jr.'s double-double leads Jacksonville State past Columbia International 89-59,Jaron Pierre Jr. scored 30 points and grabbed 10 rebounds to lead Jacksonville State over Columbia International 89-59 on Monday night.
401726061,Sean Durugordon scores 24 to help Old Dominion hold off William & Mary 88-83,Sean Durugordon scored 24 to guide Old Dominion to an 88-83 victory over William & Mary on Monday night.
401722084,"Alvin Stredic Jr. scores 29, helps Mississippi Valley State beat Oakwood 91-71 to end 6-game skid",Alvin Stredic Jr. scored a career-high 29 points and Mississippi Valley State snapped a six-game losing streak with a 91-71 victory over Oakwood on Monday night.
401722000,"Rafael Pinzon, Earl Timberlake propel Bryant to 78-73 victory over Drexel",Rafael Pinzon scored 31 and Earl Timberlake added a double-double to lead Bryant over Drexel 78-73 on Monday night.
401721817,"Jacob Theodosiou, Milos Ilic lead Loyola (MD) past winless Coppin State 68-57","Jacob Theodosiou scored 23 points, Milos Ilic added a double-double and Loyola (MD) beat winless Coppin State 68-57 on Monday night."
401721044,Peter Suder scores career-high 42 to power Miami (OH) to 73-60 victory over Air Force,Peter Suder scored a career-high 42 points to lead Miami (OH) to a 73-60 victory over Air Force on Monday night.
401718452,No headline found,No description found
401725801,"Lance Ware, Jaxon Ellingsworth lead UT Arlington over UL Monroe 84-70","Lance Ware had 17 points, Jaxon Ellingsworth scored 16 and UT Arlington beat UL Monroe 84-70 on Monday night."
401715938,Jakevion Buckley scores 18 to lead SE Louisiana to a 71-67 victory over Tulane,Jakevion Buckley had 18 points to lead Southeast Louisiana to a 71-67 victory over Tulane on Monday night.
401730573,No headline found,No description found
401727334,No headline found,No description found
401721112,No headline found,No description found
401719327,Gibson Jimerson scores 21 to lead Saint Louis over winless Jackson State 74-66,Gibson Jimerson scored 21 and Saint Louis beat winless Jackson State 74-66 on Monday night.
401706922,"Andrej Jakimovski, Trevor Baskin lead Colorado to 75-66 victory over Pacific","Andrej Jakimovski scored 17, Trevor Baskin had a double-double and Colorado pulled away in the second half to beat Pacific 75-66 on Monday night."
401722236,"Isaiah Watts, LeJuan Watts spark Washington State to 68-57 victory over Nevada","Isaiah Watts hit five second-half 3-pointers and scored 15 of his 17 points, LeJuan Watts scored 13 and fell a rebound shy of a double-double, and Washington State beat Nevada 68-57 on Monday night in its first road game of the season."
401706896,Lanier scores 26 to lead No. 3 Tennessee over Syracuse 96-70 in SEC/ACC Challenge,Chaz Lanier scored 26 points to lead No. 3 Tennessee to a 96-70 victory over Syracuse in the SEC/ACC Challenge on Tuesday night.
401700423,"Wiggins, Schieffelin and Clemson's defense hold down No. 4 Kentucky for a 70-66 win",Chauncey Wiggins scored 12 points and Ian Schieffelin had 11 points and a career-high 20 rebounds as Clemson shut down No. 4 Kentucky for a 70-66 victory Tuesday night in the SEC/ACC Challenge.
401721306,Goldin helps Michigan beat No. 11 Wisconsin 67-64 as Badgers take their 1st loss,Vladislav Goldin scored a career-high 24 points — including three straight baskets inside down the stretch — and Michigan defeated...
401715619,"Eric Dixon scores 31 points, Villanova beats No. 14 Cincinnati 68-60","Eric Dixon scored 31 points, Wooga Poplar had 12 points and 10 rebounds and Villanova gave No. 14 Cincinnati its first loss of the season with a 68-60 victory on Tuesday night."
401715671,Fears scores 18 as No. 21 Oklahoma beats Georgia Tech 76-61 in SEC/ACC Challenge,Jeremiah Fears scored 18 points to lead No. 21 Oklahoma past Georgia Tech 76-61 in the SEC/ACC Challenge on Tuesday night.
